sv,phylum,class,order,family,genus,species
sv-1370:U662-3_S326_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1372:U291-4_S191_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-1374:U138-6_S139_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1378:U414-5_S115_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1387:U386-6_S197_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-1388:U460-7_S271_L001_001,Firmicutes,,,,,
sv-1389:U749-3_S7_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Dysosmobacter/Oscillibacter,
sv-1390:U217-6_S11_L001_001,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc garlicum/lactis
sv-1391:U516-8_S364_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pontis
sv-1392:U371-7_S347_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aldenense
sv-1395:U029-4X_S360_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1397:U642-1_S271_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium/Massilimicrobiota,
sv-1404:U176-2_S143_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,
sv-1410:U622-9_S136_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter amalonaticus/murliniae
sv-1415:U276-7_S278_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus
sv-1418:U235-3_S10_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-1422:U525-8_S168_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris
sv-1425:U159-3_S264_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1432:U271-1_S62_L001_001,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,
sv-1438:U508-6_S74_L001_001,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter gracilis
sv-1440:U374-1_S308_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas asaccharolytica/uenonis
sv-1448:U588-5_S139_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa
sv-1451:U367-5_S215_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
sv-1454:U315-1_S151_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
sv-1456:U201-3_S9_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-1462:U131-4_S145_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1463:U424-1_S13_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-1464:U529-2_S63_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1470:U379-4_S378_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
sv-1471:U273-8_S185_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium mortiferum/necrogenes
sv-1472:U511-9_S322_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-1474:U631-6_S132_L001_001,Firmicutes,Clostridia,Clostridiales,,Lawsonibacter,Lawsonibacter asaccharolyticus
sv-1480:U746-8_S351_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-1486:U574-6_S345_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
sv-1488:U235-6_S75_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae/Hungateiclostridiaceae,,
sv-1490:U508-8_S98_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii
sv-1496:U628-2_S43_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium disporicum
sv-1501:U274-3_S266_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,
sv-1502:U367-5_S215_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
sv-1507:U794-4_S242_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Ihubacter,
sv-1508:U796-1_S157_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium] aldenense
sv-1509:U220-9_S331_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
sv-1510:U574-6_S345_L001_001,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,,
sv-1511:U180-2_S104_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] torques
sv-1513:U247-3_S70_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
sv-1515:U621-5_S2_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1524:U307-3_S350_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-1531:U286-6_S232_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-1534:U261-4_S182_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1538:U543-6_S365_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1539:U162-7_S374_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,
sv-1541:U274-1_S253_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1543:U514-3_S154_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1546:U343-4_S154_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1552:U564-6_S206_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia,
sv-1554:U629-4_S75_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-1561:U291-8_S242_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1578:U188-8_S66_L001_001,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallinarum/saeculare
sv-1580:U570-4_S93_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter/Herbaspirillum,Oxalobacter_formigenes/Herbaspirillum_seropedicae
sv-1581:U276-5_S193_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1586:U188-4_S31_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides mediterraneensis
sv-1587:U097-8_S58_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum
sv-1590:U344-4_S325_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] eligens
sv-1593:U506-4_S366_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1598:U184-5_S258_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1601:U247-3_S70_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides gallinarum
sv-1610:U261-9_S240_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-1614:U248-5_S213_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
sv-1615:U164-3_S111_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1617:U519-5_S290_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-1623:U626-1_S206_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis
sv-1625:U376-3_S359_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1626:U187-1_S181_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae
sv-1630:U351-8_S306_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,,
sv-1631:U188-4_S31_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
sv-1632:U633-9_S83_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,Agathobaculum butyriciproducens
sv-1644:U737-5_S376_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,
sv-1651:U133-3_S103_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia
sv-1657:U249-2_S176_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
sv-1658:U373-2_S82_L001_001,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
sv-1660:U263-4_S47_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-1662:U113-4_S71_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-1663:U530-2_S280_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] eligens
sv-1674:U521-3_S87_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-1675:U219-3_S337_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
sv-1680:U213-3_S307_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-1681:U130-4_S322_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis
sv-1691:U153-4_S8_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
sv-1702:U247-1_S297_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-1704:U763-7_S61_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1706:U724-7_S175_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Bittarella,Bittarella massiliensis
sv-1713:U141-5_S193_L001_001,Firmicutes,,,,,
sv-1714:U376-3_S359_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1716:U447-1_S284_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae/Bacteroidaceae,Parabacteroides/Bacteroides,
sv-1718:U132-7_S49_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-1719:U608-3_S136_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-1722:U628-1_S259_L001_001,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,,
sv-1727:U515-2_S278_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,
sv-1731:U326-3_S76_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-1734:U432-7_S347_L001_001,Firmicutes,Clostridia,Clostridiales,Defluviitaleaceae/Hungateiclostridiaceae,Vallitalea,
sv-1737:U563-4_S373_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus faecis
sv-1741:U658-2_S160_L001_001,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parahaemolyticus
sv-1742:U569-3_S231_L001_001,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
sv-1744:U546-5_S50_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1748:U707-7_S359_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri
sv-1753:U263-4_S47_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprocola
sv-1760:U324-5_S313_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,
sv-1767:U516-5_S360_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,
sv-1769:U522-5_S317_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-1777:U509-9_S128_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
sv-1780:U516-4_S244_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea
sv-1784:U224-4_S158_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia
sv-1786:U029-4X_S360_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae
sv-1787:U523-7_S120_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus
sv-1795:U384-6_S106_L001_001,Actinobacteria <actinobacteria>,Actinobacteria <high GC Gram+>,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum timonense
sv-1796:U622-2_S133_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1798:U624-3_S50_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1799:U723-8_S75_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
sv-1813:U180-2_S104_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor capillosus
sv-1816:U504-1_S179_L001_001,Firmicutes,Tissierellia/Clostridia,Tissierellales/Clostridiales,,,
sv-1817:U503-2_S289_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,
sv-1818:U046-8_S77_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-1821:U432-6_S63_L001_001,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,,
sv-1828:U545-7_S253_L001_001,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella dispar
sv-1834:U223-6_S350_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1836:U149-6_S203_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1838:U374-1_S308_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,
sv-1840:U520-1_S320_L001_001,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,
sv-1846:U392-6_S318_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri
sv-1848:U161-2_S245_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-1852:U539-4_S332_L001_001,Proteobacteria,Alphaproteobacteria,Holosporales,Caedimonadaceae,,
sv-1855:U511-6_S304_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-1861:U516-4_S244_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella stercorea
sv-1871:U054-3_S170_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-1877:U625-4_S191_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Eggerthellales,Eggerthellaceae,,
sv-1882:U224-9_S31_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae
sv-1883:U261-4_S182_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia faecis
sv-1884:U538-5_S60_L001_001,Firmicutes,Bacilli,Bacillales,,Gemella,Gemella haemolysans/morbillorum
sv-1886:U687-4_S354_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-1887:U564-1_S257_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,Tyzzerella nexilis
sv-1893:U527-7_S269_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-1895:U235-7_S383_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-1897:U541-2_S208_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1901:U474-2_S220_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,
sv-1905:U469-2_S223_L001_001,Firmicutes,Clostridia,,,,
sv-1913:U750-6_S199_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
sv-1914:U281-2_S131_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
sv-1916:U276-4_S166_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
sv-1917:U445-6_S123_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,
sv-1925:U532-8_S99_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor capillosus
sv-1926:U216-1_S10_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-1927:U273-7_S86_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii
sv-1929:U574-1_S124_L001_001,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida
sv-1932:U129-2_S65_L001_001,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,
sv-1935:U437-3_S166_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis
sv-1939:U275-2_S334_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae/Ruminococcaceae,Oscillibacter,
sv-1954:U750-2_S234_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus
sv-1958:U787-2_S50_L001_001,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,
sv-1959:U343-4_S154_L001_001,Firmicutes,Clostridia,Candidatus Borkfalkiales,Candidatus Borkfalkiaceae,Candidatus Borkfalkia,
sv-1964:U535-1_S171_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-1966:U581-3_S133_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
sv-1971:U525-3_S182_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-1972:U516-2_S308_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia anaerobia
sv-1975:U620-2_S254_L001_001,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,,
sv-1981:U518-5_S66_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
sv-1985:U092-4_S76_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-1986:U506-6_S240_L001_001,Fusobacteria <Fusobacteria>,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans
sv-1987:U710-6_S11_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia intestinalis
sv-1996:U152-3_S268_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum
sv-1997:U391-7_S349_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2009:U535-3_S157_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2018:U130-3_S348_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2026:U255-3_S342_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2030:U351-3_S177_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Merdibacter,
sv-2045:U300-3_S353_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2054:U708-1_S170_L001_001,Actinobacteria <actinobacteria>,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus,Libanicoccus massiliensis
sv-2059:U526-7_S293_L001_001,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] innocuum
sv-2064:U271-6_S123_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
sv-2065:U508-8_S98_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2074:U213-9_S303_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
sv-2076:U273-9_S138_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2079:U546-5_S50_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2086:U763-7_S61_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,
sv-2088:U235-7_S383_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2110:U127-8_S77_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii
sv-2114:U462-8_S207_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
sv-2121:U161-5_S228_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae
sv-2127:U149-1_S207_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides timonensis
sv-2135:U128-3_S172_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
sv-2136:U445-6_S123_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
sv-2137:U129-2_S65_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] gnavus
sv-2139:U174-6_S183_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2140:U614-7_S220_L001_001,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
sv-2145:U574-6_S345_L001_001,Firmicutes,Clostridia,,,,
sv-2147:U520-6_S107_L001_001,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii
sv-2149:U183-3_S154_L001_001,Firmicutes,Clostridia,Clostridiales,,,
sv-2174:U542-2_S177_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum
sv-2175:U029-4X_S360_L001_001,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,[Eubacterium] eligens
sv-2195:U526-5_S76_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2196:U261-4_S182_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
sv-2199:U231-9_S234_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,
sv-2202:U512-3_S141_L001_001,Bacteroidetes <Bacteroidetes>,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii
sv-2203:U271-4_S54_L001_001,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,,
sv-2208:U525-8_S168_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
sv-2209:U573-8_S183_L001_001,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,
sv-2221:U159-6_S197_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium edouardi
sv-2231:U528-3_S356_L001_001,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,
sv-2232:U516-8_S364_L001_001,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus pontis
sv-2237:U247-8_S286_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
sv-2238:U689-9_S341_L001_001,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,Peptococcus niger
sv-2246:U661-1_S198_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
sv-2249:U546-2_S332_L001_001,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta,
sv-2252:NP2-6_S209_L001_001,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus phoceensis
